Date,Startup Name,Industry Vertical,SubVertical,Location,Investors Name,InvestmentnType,Amount
2016-04-21,Yufta,E-Commerce,hyperlocal fashion retail platform,Jaipur,Ajay data & undisclosed hnis,Seed Funding,0.0
2016-04-21,Ishtag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"Anthil ventures & others,M&y partners,Svg media",Seed Funding,0.0
2016-04-20,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Undisclosed angel investors & hnis,Seed Funding,0.0
2016-04-20,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"Rajul garg,Yournest angel fund",Seed Funding,0.0
2016-04-20,1mg,E-Commerce,Online Pharmacy,Gurgaon,"Maverick capital ventures,Omidyar network,Sequoia capital",Private Equity,123.75
2016-04-19,Betaout,E-Commerce,customer intelligence and marketing automation platform,Noida,"Chennai angels,Hyderabad angels,Letsventure,Mumbai angels,Stanford angels",Private Equity,12.38
2016-04-19,Driverscart,Consumer Internet,on-demand chauffeur provider,Chennai,Ah! ventures,Seed Funding,3.71
2016-04-19,Lenskart,E-Commerce,Eyewear etailing platform,New Delhi,Ratan tata,Private Equity,0.0
2016-04-19,Collegedekh,Consumer Internet,College & Student information platform,New Delhi,Man capital,Private Equity,16.5
2016-04-19,Oyofit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,Rn agarwal,Seed Funding,0.0
2016-04-19,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Brand capital,Private Equity,0.0
2016-04-19,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,India educational investment fund,Private Equity,0.0
2016-04-18,Rapid,Consumer Internet,Bike Aggregator App,Bangalore,"Advantedge partners,Astarc ventures,Pawan munjal",Private Equity,0.0
2016-04-18,Tork motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Ankit bhati,Bhavish aggarwal",Seed Funding,0.0
2016-04-18,Jugn,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,82.5
2016-04-18,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Gaurav agarwal,Mitin patel",Seed Funding,0.0
2016-04-18,Yufta,E-Commerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bangalore,Ajay data & other hnis,Seed Funding,0.0
2016-04-18,Smytten,E-Commerce,Online Discovery and Shopping Platform,Gurgaon,Rajan anandan,Seed Funding,0.0
2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay shekhar sharma,Seed Funding,1.24
2016-04-15,Renewbuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount nathan advisors,Seed Funding,8.25
2016-04-15,Nestaway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger global,Private Equity,247.5
2016-04-15,Deal 4loans,Consumer Internet,Loan Comparison Portal,Noida,"Neeraj arora,Puru vashishtha,Ram shriram",Seed Funding,0.0
2016-04-15,Mind your fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed investors,Seed Funding,0.0
2016-04-15,Blue box media,Consumer Internet,Online Tech Portals,Jaipur,"Ajay data,Kamal kothari,Mahavir pratap sharma,Sanjay phophaliya,Siddharth agarwal,Yogesh chaudhary",Seed Funding,0.0
2016-04-15,Vy,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals salon chain,Private Equity,123.75
2016-04-15,Organicshop,E-Commerce,Marketplace for organic products,Jaipur,"H c jain,Kamal kothari,Mahavir pratap sharma,Vivek nathani,Yogesh chaudhary",Seed Funding,0.0
2016-04-14,Beaconstalk,Technology,contextual mobile advertising,Mumbai,"Prashant gooty,Rajeev agrawal",Seed Funding,0.82
2016-04-14,Wedwise,Consumer Internet,Wedding related services community,New Delhi,Startup equity partners,Seed Funding,0.0
2016-04-13,Kredx,E-Commerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,",Prime venture partners",Seed Funding,6.19
2016-04-13,Raincan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. aniruddha malpani,Seed Funding,1.24
2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin khandelwal,Yatin kumar jain",Seed Funding,8.25
2016-04-13,Hippily,E-Commerce,Fashion ECommerce App,Mumbai,"Dr. sridhar ramaswamy,Rakesh mathur",Seed Funding,2.06
2016-04-12,Lendenclub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh damani,Daud ali,Jayesh shah,Krishna jhunjhunwaala,Narendra karnavat,Vikas kapoor,Vikram lakhotia",Seed Funding,0.0
2016-04-12,Happydemi,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,0.0
2016-04-12,Magicx,Consumer Internet,On-Demand Task Management App,Bangalore,"Dr. ranjan pai,Kris gopalakrishnan",Seed Funding,8.25
2016-04-11,Priceraja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant puri,Seed Funding,2.48
2016-04-11,Oy,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Dsg consumer partners and venture nursery,Greenoaks capital,Lightspeed venture partners,Sequoia capital,Softbank",Private Equity,825.0
2016-04-11,Vegfru,E-Commerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,0.0
2016-04-11,Living local,Consumer Internet,Social discovery platform,Mumbai,Rattan chadha,Seed Funding,1.65
2016-04-08,Little black book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"Idg,Indian angel network",Seed Funding,0.0
2016-04-08,Imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra patel,Nilender chauhan",Seed Funding,0.33
2016-04-08,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,0.0
2016-04-07,Truly social,Consumer Internet,Mobile Gaming Studio,London,Nazara technologies pvt ltd,Private Equity,0.0
2016-04-06,Pet,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor ventures,Private Equity,8.25
2016-04-06,Mygla,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L'occitane,Private Equity,49.5
2016-04-06,Gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding,4.12
2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurgaon,Dtdc express ltd,Private Equity,8.25
2016-04-05,Cult fitness,Healthcare,Healthcare training programs,Bangalore,Mukesh bansal,Seed Funding,0.0
2016-04-05,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Barkawi holdings gmbh,Blume ventures,Tm service technology holdings gmbh",Private Equity,0.0
2016-04-05,Haptik,Technology,Personal Assistant App,Mumbai,Times internet ltd,Private Equity,0.0
2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi inc,Private Equity,206.25
2016-04-04,Roll mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia natural resource & other undisclosed investors,Seed Funding,0.0
2016-04-04,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet singh,Private Equity,0.0
2016-04-04,Highway delite,Consumer Internet,Various Highway Help Services,Bangalore,N.s. raghavan centre for entrepreneurial learning,Seed Funding,0.0
2016-04-01,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Alok sharma,And ajai chowdhry,Indian angel network,Kris gopalakrishnan,Saurabh srivastava",Seed Funding,0.0
2016-04-01,Picsdrea,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman roy,Seed Funding,0.0
2016-04-01,Dil mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Csc upshot & angel investors,Maiden lane ventures,Nelstone ventures,Transmedia capital",Private Equity,22.27
2016-03-31,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian angel network,Seed Funding,0.0
2016-03-31,Switchme,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"500 startups,Ajay sarupria,Hiro mashita,Mohandas pai,Rajan anandan,Singapore angel network",Seed Funding,0.0
2016-03-30,Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,"Alok mittal,Amit gupta,Anuj srivastava,Himanshu aggarwal,Puneet agarwal,Raghunandan g",Seed Funding,3.3
2016-03-30,True balance,Technology,Mobile Balance Check App,Gurgaon,Softbank ventures korea,Private Equity,0.0
2016-03-29,Veritas finance,Finance,Asset Based Lending platform,Chennai,Sarva capital,Private Equity,38.77
2016-03-29,Healtheminds,Consumer Internet,Online mental healthcare,Bangalore,Robin utthappa,Seed Funding,0.0
2016-03-29,Babygog,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Aditya vij,Daljit singh,Kishore kumar,Rajul garg,Shuchin bajaj",Seed Funding,2.48
2016-03-29,Qikship,Consumer Internet,Mobile based Logistics provider,New Delhi,Undisclosed investors,Seed Funding,1.65
2016-03-29,Fixnix,Consumer Internet,GRC SAAS Platform,Chennai,Jay vijayan,Seed Funding,4.12
2016-03-28,Schoolkart,E-Commerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,2.48
2016-03-24,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan viswanathan,Rahul agarwal,Sanjiv mittal,Shobhit shukla",Seed Funding,1.24
2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean capital services,Private Equity,4.12
2016-03-23,Ekincare,Consumer Internet,Healthcare related solutions,Hyderabad,"Anshoo gaur,Bitchemy ventures,Maheshwari investments pvt ltd,Rama krishna reddy,Sandeep seerapu",Private Equity,2.72
2016-03-23,Stalkbuylove,E-Commerce,Fashion eTailer,New Delhi,"500 startups,Littlerock,Singularity ventures",Seed Funding,0.0
2016-03-23,Sp robotics,Technology,Robotic Classes for Students,Chennai,",Indian angel network",Seed Funding,2.48
2016-03-23,Endless robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas desai,Singapore angel network,Vipul gautam",Seed Funding,0.82
2016-03-22,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Sachin tendulkar,Private Equity,0.0
2016-03-22,BYJU'S,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia india,Sofina",Private Equity,618.75
2016-03-22,Bigbasket,E-Commerce,Online Grocery Shop,Bangalore,Abraaj group,Private Equity,1237.5
2016-03-22,Drivojoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian angel network,Tracxn labs & others",Seed Funding,4.95
2016-03-22,Cityshor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,Gain,Seed Funding,0.0
2016-03-22,Lifcare,Consumer Internet,Online Pharmacy portal,Jaipur,"Alok mittal,Dexter angel circle,Dheeraj jain,Kunal shah,Rajul garg,Rishi mandawat,Sandeep tandon",Seed Funding,0.0
2016-03-22,Creditseva,Consumer Internet,Online Credit management tools,Hyderabad,"Infocomm development authority of singapore,Pix vine capital",Seed Funding,2.97
2016-03-21,Room on call,Consumer Internet,Budget hotel aggregator,Gurgaon,Cashurdrive marketing pvt ltd,Private Equity,16.5
2016-03-21,Girnar software,Consumer Internet,Online News Media Network,Jaipur,Google capital,Private Equity,0.0
2016-03-21,Oneclickwash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Unitus seed fund,Seed Funding,0.0
2016-03-19,Gosport,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen gupta,Seed Funding,0.25
2016-03-18,Hello curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi reddi & other unnamed investors,Private Equity,12.38
2016-03-17,Healthenablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,6.6
2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika company ltd,Seed Funding,1.9
2016-03-17,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,1.65
2016-03-17,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Anita hassanandani,Rannvijay singh",Seed Funding,0.89
2016-03-16,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Abhishek goyal,Arjun and rohan malhotra,Gagan dugal,Harpreet singh grover,Zishaan hayath",Seed Funding,2.06
2016-03-16,Workindia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,0.0
2016-03-16,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"Atul nishar,Kris gopalakrishnan",Seed Funding,0.0
2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar tallapragada,Pankaj kapoor",Seed Funding,1.49
2016-03-15,Withme,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex kuruvilla,Pradeep guha,Rajan pandhare,Saket dhankar",Seed Funding,2.06
2016-03-15,Proximit,Technology,Advertising Technology,Pune,Funding through 1crowd platform,Seed Funding,1.24
2016-03-15,Flipclass,Consumer Internet,Tutor Search Platform,Bangalore,"Blume ventures,S chand and co pvt ltd",Private Equity,8.25
2016-03-14,Truckingcube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal movers group,Private Equity,122.92
2016-03-14,Eswasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang sahani,Seed Funding,0.0
2016-03-14,Pinkblue,E-Commerce,Medical Supplies eTailer,Bangalore,"Abhishek jain,Ajay modani,Anirudh rastogi,Dr v ravinder,Hari krishna,Nagendra prasad bhanuprakash,Rajeev mudumba,Rakesh gakhar",Seed Funding,1.84
2016-03-11,Jollyfoodfellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak parikh,Seed Funding,0.0
2016-03-10,Stylflip,E-Commerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj gala shah,Zaheer memon",Seed Funding,0.0
2016-03-10,Supplified,E-Commerce,Construction material eTailer,New Delhi,Mohit goel,Seed Funding,8.25
2016-03-10,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Fidelity growth partners india,Greycroft partners,Ignition partners",Private Equity,123.75
2016-03-10,Big fish ventures,Food & Beverage,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,91.58
2016-03-09,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,",Puneet gupta",Seed Funding,0.0
2016-03-09,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj jain & other angel investors,Seed Funding,3.3
2016-03-09,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit choudhary,Anuj puri",Seed Funding,0.0
2016-03-09,Nukkad shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,Purpletalk inc,Seed Funding,8.25
2016-03-09,Mygubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bangalore,",Ajesh k murthy,Vipul parekh",Seed Funding,20.62
2016-03-09,Smartvizx,Technology,Virtual Reality Solutions,Noida,"Entrepreneurs india,Indian angel network,Stanford angels",Seed Funding,4.12
2016-03-09,Indiamart,E-Commerce,B2B Marketplace for SMBs,Noida,Amadeus capital,Private Equity,0.0
2016-03-08,Vphrase analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv ranjan sharma,Daud ali and others",Seed Funding,0.0
2016-03-08,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix partners india,Private Equity,0.0
2016-03-08,Cookar,Consumer Internet,Food Delivery Platform,Bangalore,Vijay krishna yadav,Seed Funding,0.0
2016-03-08,Lovecycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime venture partners,Seed Funding,6.19
2016-03-08,Kartrocket,E-Commerce,ECommerce SAAS platform,New Delhi,"500 start-ups,Bertelsmann india investments,Nirvana digital india fund,Nirvana digital investment holding co ltd,Undisclosed japanese investor",Private Equity,66.0
2016-03-08,Dunz,Consumer Internet,Daily Task Management App,Bangalore,"Aspada investment advisors,Blume ventures.",Seed Funding,5.36
2016-03-07,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding,0.82
2016-03-07,Wooplr,E-Commerce,Curated Fashion ECommerce portal,Bangalore,"Abhay singhal,Amit gupta,Naveen tewari,Piyush shah,Raghunandan g,Rajiv mehta",Seed Funding,0.0
2016-03-07,Vanity cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn ventures,Seed Funding,2.06
2016-03-07,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Ankur singla,Ankur warikoo,Rebright partners,Sol primero,Sudhir anandarao",Seed Funding,4.12
2016-03-07,Ninjacart,E-Commerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel partners,M&s partners,Qualcomm ventures,Zop smart",Private Equity,24.75
2016-03-07,N.o.w,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Anuj sanghi,Ruchirans jaipuria",Seed Funding,4.12
2016-03-04,Ftcash,Consumer Internet,Mobile Payments Platform,Kolkata,Ivycap ventures,Seed Funding,1.24
2016-03-04,Tinystep,Consumer Internet,Parenting Social Network Platform,Bangalore,Matt glickman,Private Equity,0.0
2016-03-04,Aahaa,E-Commerce,Office Products Super Store,Chennai,",Yournest angel fund",Private Equity,8.25
2016-03-04,Arcatron mobility,Technology,Smart wheelchair Design and Development,Pune,"Anoop hingorani,Sudhir mehta",Seed Funding,0.0
2016-03-04,Edecube,Healthcare,Healthcare related Services provider,Gurgaon,Artiman ventures,Private Equity,33.0
2016-03-04,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj kumar & other undisclosed investors,Seed Funding,0.0
2016-03-04,Tarusa world,E-Commerce,Handicraft products eTailer,Mumbai,Mohit gulati,Seed Funding,0.0
2016-03-04,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman soni,Rajat gupta & others",Seed Funding,0.82
2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding,4.12
2016-03-03,Imarticus learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Amit khanna,Amit nanavati,Blinc advisors,Taranjit jaswal,Tashwinder singh",Private Equity,8.25
2016-03-03,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino morea,Seed Funding,0.0
